Date,ABBV,ABT,AMGN,BMY,BSX,DHR,ISRG,JNJ,LLY,MRK,PFE,SYK,TMO,UNH,VRTX
2015-02-03,41.06591033935547,38.07786560058594,114.46676635742188,44.12943649291992,14.649999618530273,34.980472564697266,56.51777648925781,77.7480697631836,58.59145736694336,43.26445007324219,20.482545852661133,82.62145233154297,123.68428039550781,92.95425415039062,108.72000122070312
2015-02-04,37.90852355957031,37.529502868652344,113.88025665283203,43.67238235473633,14.960000038146973,34.70069885253906,56.10222244262695,76.91338348388672,58.037689208984375,41.86767578125,20.69549560546875,82.38094329833984,122.7322769165039,93.04908752441406,109.2699966430664
2015-02-05,38.62792205810547,37.928314208984375,115.31645965576172,44.4022102355957,15.130000114440918,35.16973876953125,57.35222244262695,77.7480697631836,59.021240234375,41.952754974365234,21.28919792175293,83.45000457763672,123.40255737304688,93.82510375976562,111.58999633789062
2015-02-06,37.9018669128418,37.80368423461914,113.84269714355469,43.98937225341797,14.720000267028809,34.88584518432617,56.918888092041016,76.7160873413086,58.15339279174805,41.68334197998047,21.405357360839844,82.5947494506836,121.2267074584961,92.77318572998047,108.66000366210938
2015-02-09,36.955970764160156,36.98945999145508,112.79751586914062,43.384864807128906,14.449999809265137,34.74595642089844,55.698890686035156,75.71443176269531,57.533512115478516,41.3571891784668,21.340818405151367,81.87312316894531,119.86677551269531,91.816162109375,107.87999725341797
2015-02-10,37.89520263671875,37.32179641723633,115.32978820800781,44.107330322265625,14.720000267028809,35.16151809692383,55.54111099243164,76.14696502685547,58.26909637451172,41.72587203979492,22.037769317626953,82.90653991699219,121.45010375976562,93.95442199707031,108.43000030517578
2015-02-11,37.76197814941406,37.330101013183594,115.73798370361328,43.72397232055664,14.579999923706055,35.24379348754883,55.436668395996094,76.16972351074219,58.22750473022461,41.64787673950195,22.102304458618164,82.81747436523438,121.82894134521484,94.71315002441406,108.62000274658203
2015-02-12,38.00178146362305,37.571044921875,115.7908935546875,43.84929275512695,14.739999771118164,35.630558013916016,56.41222381591797,74.69766235351562,58.710289001464844,41.74713897705078,22.502397537231445,83.18273162841797,123.19857788085938,94.70450592041016,109.62999725341797
2015-02-13,38.66789245605469,38.293880462646484,116.01766967773438,44.262142181396484,14.979999542236328,35.716957092285156,56.747779846191406,75.59302520751953,58.73524856567383,41.697513580322266,22.35397720336914,84.19837188720703,123.95626068115234,94.35967254638672,113.66000366210938
2015-02-17,39.11420440673828,38.559757232666016,116.5921630859375,44.30636978149414,14.84000015258789,35.71283721923828,57.11111068725586,76.21528625488281,59.567684173583984,41.68334197998047,22.315258026123047,84.69725799560547,124.36421203613281,94.63555145263672,113.4000015258789
2015-02-18,39.46057891845703,38.559757232666016,117.75627136230469,44.24002456665039,16.68000030517578,35.98027801513672,56.98444366455078,75.85103607177734,59.10983657836914,41.6904182434082,22.25072479248047,84.85758972167969,124.33507537841797,94.64417266845703,113.56999969482422
2015-02-19,39.30070114135742,38.725929260253906,117.96038818359375,43.90091323852539,16.450000762939453,35.89387512207031,56.83000183105469,76.4125747680664,59.201419830322266,41.335906982421875,22.20555305480957,84.24288177490234,124.13108825683594,94.86835479736328,111.97000122070312
2015-02-20,40.832767486572266,39.448760986328125,119.17737579345703,44.616004943847656,16.469999313354492,36.07490158081055,57.03444290161133,76.61124420166016,59.834049224853516,41.37137222290039,22.302352905273438,84.85758972167969,127.41426086425781,97.1014633178711,118.61000061035156
2015-02-23,40.346500396728516,39.31583786010742,119.75184631347656,45.183650970458984,16.309999465942383,35.73752212524414,57.07777786254883,76.55007934570312,59.176429748535156,41.335906982421875,22.192649841308594,85.16941833496094,127.22972869873047,100.36060333251953,117.12000274658203
2015-02-24,40.54632568359375,39.440452575683594,118.95816802978516,45.30160903930664,16.6200008392334,35.81157684326172,56.87444305419922,76.94744873046875,59.0182991027832,41.378448486328125,22.16038703918457,84.52796936035156,128.07485961914062,99.52425384521484,116.91999816894531
2015-02-25,40.37980651855469,39.382293701171875,119.49484252929688,45.132057189941406,16.920000076293945,35.88564682006836,56.40666580200195,77.337158203125,58.56877899169922,41.47062683105469,22.36688804626465,84.2518081665039,127.31715393066406,98.33441925048828,118.83999633789062
2015-02-26,40.31318664550781,39.55678176879883,120.16767120361328,45.308982849121094,16.81999969482422,36.128395080566406,56.258888244628906,78.55210876464844,58.294071197509766,41.803863525390625,22.32171058654785,84.10033416748047,126.41378784179688,97.9981460571289,119.97000122070312
2015-02-27,40.29987335205078,39.35736846923828,119.2227554321289,44.9108772277832,16.899999618530273,35.91032409667969,55.55555725097656,78.33053588867188,58.41062545776367,41.506072998046875,22.147476196289062,84.41217803955078,126.27778625488281,97.97230529785156,119.43000030517578
2015-03-02,40.273223876953125,39.23274230957031,120.66651916503906,45.92824172973633,17.059999465942383,35.98850631713867,55.91777801513672,78.87303161621094,59.201419830322266,41.53443908691406,22.437875747680664,85.53469848632812,127.58918762207031,98.63617706298828,120.16999816894531
2015-03-03,39.71369934082031,39.1247444152832,119.85767364501953,45.64809036254883,16.760000228881836,35.815696716308594,56.563331604003906,78.20059204101562,58.57711410522461,41.36426544189453,22.302352905273438,82.35418701171875,126.01551818847656,97.30840301513672,123.5199966430664
2015-03-04,40.14665985107422,39.058265686035156,120.33393096923828,48.412635803222656,16.790000915527344,35.42893600463867,55.61777877807617,77.67337799072266,58.81017303466797,41.03812026977539,22.35397720336914,82.29185485839844,125.1995849609375,98.13610076904297,120.05000305175781
2015-03-05,37.87522506713867,39.41553497314453,120.64383697509766,48.69278335571289,16.969999313354492,35.52356719970703,55.502220153808594,78.33815002441406,58.76021957397461,41.10902786254883,22.24427604675293,82.84422302246094,127.69598388671875,98.97245025634766,126.95999908447266
2015-03-06,37.06256103515625,38.634521484375,117.07597351074219,48.00717544555664,16.559999465942383,35.06276321411133,54.893333435058594,76.49661254882812,56.945560455322266,40.30074691772461,21.92161750793457,80.2427749633789,124.83045959472656,97.32562255859375,126.33999633789062
2015-03-09,36.99596405029297,38.908714294433594,117.1742172241211,48.921302795410156,16.600000381469727,35.420711517333984,54.73222351074219,76.91687774658203,57.91948699951172,40.59852600097656,21.9603271484375,81.08914184570312,124.43223571777344,99.06729888916016,126.9800033569336
2015-03-10,37.19578552246094,38.36033630371094,116.09327697753906,48.309417724609375,16.420000076293945,34.8282356262207,54.168888092041016,76.05341339111328,57.25357437133789,40.116397857666016,21.79900550842285,80.44772338867188,123.39285278320312,96.96350860595703,124.13999938964844
2015-03-11,37.7153434753418,38.4683723449707,115.4280776977539,48.36103439331055,16.579999923706055,34.71303176879883,54.834442138671875,75.12882995605469,56.987178802490234,39.74770736694336,21.70220184326172,80.59025573730469,124.27679443359375,97.51284790039062,122.63999938964844
